ProvID,Name,Capital,Owner,Cores,Culture,Religion,devtax,devprod,devmanp,tradeg,area,region,segion,iscity,inhre,ExtraCost,HasFort
1868,Augsburg,Augsburg,AUG,AUG,swabian,catholic,7,7,4,cloth,upper_swabia,south_german,europe,yes,yes,0,no
1869,Zürich,Zürich,SWI,SWI,swiss,catholic,4,4,2,wool,switzerland,south_german,europe,yes,yes,0,no
1870,St Gallen,St Gallen ,SWI,SWI,swiss,catholic,4,4,2,wool,switzerland,south_german,europe,yes,yes,0,no
1871,Wallis,Sion,SAV,SAV,swiss,catholic,3,3,1,wool,romandie,south_german,europe,yes,yes,0,no
1872,Ulm,Ulm,ULM,ULM,swabian,catholic,7,7,4,cloth,lower_swabia,south_german,europe,yes,yes,0,no
1873,Graubünden,Chur,SWI,SWI,swiss,catholic,3,3,1,wool,switzerland,south_german,europe,yes,yes,0,yes
1784,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1875,Cuneo,Cuneo,SAV,SAV,piedmontese,catholic,5,5,5,grain,piedmont,italy,europe,yes,yes,0,yes
1876,Frankfurt,Frankfurt,FRN,FRN,hessian,catholic,7,7,4,grain,hesse,low_countries,europe,yes,yes,10,yes
1877,Charolais,Charolles,BUR,BUR,burgundian,catholic,4,4,3,salt,bourgogne,france,europe,yes,no,0,no
1878,Aachen,Aachen,AAC,AAC,hessian,catholic,5,5,2,grain,lower_rhineland,low_countries,europe,yes,yes,0,no
1879,Alencon,Alençon,ENG,ENG&NRM,cosmopolitan_french,catholic,6,6,4,cloth,normandy,france,europe,yes,no,0,no
1880,Sundgau,Altkirch,HAB,HAB,swabian,catholic,4,6,4,iron,upper_rhineland,south_german,europe,yes,yes,0,no
1881,St. Martin,St. Martin ,XXX,none,arawak,animism,4,5,1,unknown,leeward_islands,carribeans,central_america,no,no,0,no
1882,Annaba,Annaba,TUN,TUN,berber,sunni,2,2,1,naval_supplies,kabylia,maghreb,africa,yes,no,0,no
1785,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1786,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1787,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1788,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1789,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1793,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1794,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1795,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1797,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1798,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1799,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1801,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1802,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1803,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1804,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1805,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1806,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1807,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1901,Mpangu,Sundi,KON,KON,kongolese,shamanism,2,2,2,copper,kongo,kongo,africa,yes,no,0,no
1808,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1810,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1811,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1812,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1814,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1883,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1884,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1885,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1886,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1887,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1888,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1889,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1890,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1891,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1892,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1893,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1894,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1895,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1896,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1897,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1898,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1899,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1900,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1925,Tana,none,XXX,none,bantu,shamanism,1,1,1,unknown,kenya,central_africa,africa,no,no,0,no
1902,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1903,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1904,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1905,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1930,Åland,Mariehamn,SWE,SWE,swedish,catholic,1,1,1,fish,ostra_svealand,scandinavia,europe,yes,no,0,no
1931,East Frisia,Emden,EFR,EFR,hannoverian,catholic,2,2,3,salt,frisia,low_countries,europe,yes,no,10,no
1906,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1933,Bari,Bari,NAP,NAP,neapolitan,catholic,3,3,2,wine,apulia,italy,europe,yes,no,0,no
1934,Lucania,Potenza,NAP,NAP,neapolitan,catholic,2,2,1,grain,calabria,italy,europe,yes,no,0,no
1935,Mitau,Mitau,KUR,KUR,latvian,catholic,2,2,2,naval_supplies,curonia,baltic,eastern_europe,yes,no,0,no
1936,Kovno,Kovno,LIT,LIT,lithuanian,catholic,3,3,1,grain,samogitia,baltic,eastern_europe,yes,no,0,yes
1937,Grodno,Grodno,LIT,LIT,lithuanian,catholic,4,4,3,wool,lithuania,baltic,eastern_europe,yes,no,0,no
1938,Wizna,Wizna,MAZ,MAZ,polish,catholic,2,2,1,naval_supplies,mazovia,poland,eastern_europe,yes,no,0,no
1939,Leczyca,Leczyca,POL,POL,polish,catholic,4,4,3,grain,wielkopolska,poland,eastern_europe,yes,no,0,no
1940,Belz,Belz,POL,POL,polish,catholic,4,3,2,grain,red_ruthenia,poland,eastern_europe,yes,no,0,no
1941,Turov,Turov,LIT,LIT&PLT,byelorussian,catholic,2,2,2,wool,pripyat,ruthenia,eastern_europe,yes,no,0,no
1942,Zhytomyr,Zhytomyr,KIE,KIE,ruthenian,orthodox,1,2,1,grain,west_dniepr,ruthenia,eastern_europe,yes,no,0,no
1943,Bratslav,Bratslav,VOL,VOL,ruthenian,orthodox,2,3,2,grain,podolia_volhynia,ruthenia,eastern_europe,yes,no,0,no
1944,Cherkasy,Cherkasy,KIE,KIE,ruthenian,orthodox,1,1,1,grain,west_dniepr,ruthenia,eastern_europe,yes,no,0,no
1945,Severia,Novgorod-Seversky,CHR,CHR,ruthenian,orthodox,1,2,1,iron,east_dniepr,ruthenia,eastern_europe,yes,no,0,no
1946,Desh,Kolhapur,BAH,BAH&BIJ,marathi,hinduism,4,4,2,naval_supplies,desh,deccan,india,yes,no,0,no
1947,Gingee,Gingee,VIJ,KRK&VIJ,tamil,hinduism,3,3,2,cloth,carnatic,coromandel,india,yes,no,0,yes
1948,Bidar,Bidar,BAH,BAH,kannada,hinduism,4,5,3,silk,maidan,deccan,india,yes,no,0,yes
1949,Rayalaseema,Penukonda,VIJ,KRK&VIJ&YOR,telegu,hinduism,4,3,3,cotton,rayalaseema,deccan,india,yes,no,0,yes
1907,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1951,Hunyad,Alba Iulia ,TRA,TRA,transylvanian,catholic,3,3,2,iron,southern_transylvania,carpathia,eastern_europe,yes,no,0,no
1952,Maramaros,Huszt,TRA,TRA,transylvanian,catholic,2,2,1,naval_supplies,transylvania,carpathia,eastern_europe,yes,no,0,no
1953,Szabolcs,Debrecen,HUN,HUN,hungarian,catholic,3,3,2,grain,alfold,carpathia,eastern_europe,yes,no,0,no
1954,Torontál,Nagybecskerek,HUN,HUN,hungarian,catholic,3,3,2,grain,alfold,carpathia,eastern_europe,yes,no,0,no
1955,Kholmogory,Kholmogory,NOV,NOV,novgorodian,orthodox,2,2,1,fur,arkhangelsk,russia,eastern_europe,yes,no,15,no
1956,Suzdal,Suzdal,MOS,MOS,russian,orthodox,4,4,3,grain,suzdal,russia,eastern_europe,yes,no,0,no
1957,Galich,Galich,MOS,MOS,russian,orthodox,4,5,2,salt,galich,ural,eastern_europe,yes,no,0,no
1958,Kargopol,Kargopol,NOV,NOV,novgorodian,orthodox,3,3,1,naval_supplies,pomor,russia,eastern_europe,yes,no,0,no
1959,Torzhok,Torzhok,NOV,NOV,novgorodian,orthodox,3,3,1,naval_supplies,novgorod,russia,eastern_europe,yes,no,0,no
1960,Ostrov,Ostrov,PSK,PSK,novgorodian,orthodox,2,2,2,naval_supplies,pskov,russia,eastern_europe,yes,no,0,no
1961,Ladoga,Ladoga,KRL,KRL,karelian,orthodox,4,4,2,fur,karelia,russia,eastern_europe,yes,no,0,no
1962,Kudymkar,Kudymkar,PRM,PRM,uralic,tengri,1,1,1,fur,kama,ural,eastern_europe,yes,no,0,no
1963,Cherdyn,Cherdyn,PRM,PRM,uralic,orthodox,3,3,2,salt,perm,ural,eastern_europe,yes,no,0,no
1964,Ust-Sysolsk,Ust-Sysola,PRM,PRM,uralic,orthodox,1,1,1,fur,perm,ural,eastern_europe,yes,no,0,no
1965,Buzuluk,Buzuluk,KAZ,KAZ,nogaybak,sunni,2,2,2,iron,bashkiria,ural,eastern_europe,yes,no,0,no
1966,Chelyaba,Chelyaba,KAZ,KAZ,bashkir,sunni,3,3,3,fur,bashkiria,ural,eastern_europe,yes,no,0,no
1967,Khujand,Khujand,TIM,TIM&KOK,uzbehk,sunni,2,2,3,silk,ferghana,central_asia,central_europe,yes,no,0,no
1968,Kulob,Kulob,TIM,TIM,uzbehk,sunni,2,2,3,wool,transoxiana,central_asia,central_europe,yes,no,0,no
1969,Sozak,Sozak,SHY,SHY&KZH,khazak,sunni,1,1,1,salt,syr_darya,central_asia,central_europe,yes,no,0,no
1970,Syghnak,Syghnak,SHY,KZH&SHY,khazak,sunni,2,2,2,wool,kyzylkum,central_asia,central_europe,yes,no,0,no
1971,Beljamen,Sary-Su,GOL,GOL,mishary,sunni,3,3,2,grain,lower_don,crimea,eastern_europe,yes,no,0,no
1972,Udmurtia,Elabuga,PRM,PRM,uralic,tengri,2,2,2,grain,kama,ural,eastern_europe,yes,no,0,no
1973,Urgench,Urgench,TIM,TIM&KHI,uzbehk,sunni,4,4,4,grain,khiva,central_asia,central_europe,yes,no,0,no
1974,Yedishkul,Kherson,ZAZ,ZAZ,zaporozan,orthodox,4,4,2,salt,yedisan,crimea,eastern_europe,yes,no,0,no
1908,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1909,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1910,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1978,Shetland,Lerwick,NOR,NOR,norwegian,catholic,1,1,1,fish,subarctic_islands,scandinavia,europe,yes,no,0,no
1979,Färöarna,Torshavn,NOR,NOR,norwegian,catholic,1,1,1,fish,subarctic_islands,scandinavia,europe,yes,no,0,no
1911,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1981,Bornholm,Ronne,DAN,DAN,danish,catholic,1,1,1,fish,denmark,scandinavia,europe,yes,no,0,no
1982,Blekinge,Ronneby,DAN,DAN,danish,catholic,2,2,1,naval_supplies,skaneland,scandinavia,europe,yes,no,0,no
1983,Lolland,Nykobing,DAN,DAN,danish,catholic,3,3,2,fish,denmark,scandinavia,europe,yes,no,0,no
1984,Nordjylland,Aalborg,DAN,DAN,danish,catholic,3,3,1,fish,jutland,scandinavia,europe,yes,no,0,no
1985,Närke,Örebro,SWE,SWE,swedish,catholic,2,2,2,iron,svealand,scandinavia,europe,yes,no,0,no
1986,New Caledonia,Nouméa,XXX,none,polynesian,animism,1,1,1,unknown,melanesia,oceanea,oceania,no,no,0,no
1987,Society Islands,Papeete,XXX,none,polynesian,animism,1,1,1,unknown,eastern_polynesia,oceanea,oceania,no,no,0,no
1988,Rapanui,Hanga Roa ,XXX,none,polynesian,animism,1,1,1,unknown,eastern_polynesia,oceanea,oceania,no,no,0,no
1989,Tonga,Nuku'alofa,XXX,none,polynesian,animism,1,1,1,unknown,polynesia,oceanea,oceania,no,no,0,no
1990,Tuvalu,Funafuti,XXX,none,polynesian,animism,1,1,1,unknown,polynesia,oceanea,oceania,no,no,0,no
1991,Gilbert Islands,Tarawa,XXX,none,polynesian,animism,1,1,1,unknown,micronesia,oceanea,oceania,no,no,0,no
1992,Nauru,Yaren,XXX,none,polynesian,animism,1,1,1,unknown,polynesia,oceanea,oceania,no,no,0,no
1993,Marshall Islands,Majuro,XXX,none,polynesian,animism,1,1,1,unknown,micronesia,oceanea,oceania,no,no,0,no
1994,Wake,Wake,XXX,none,polynesian,animism,1,1,1,unknown,micronesia,oceanea,oceania,no,no,0,no
1995,Micronesia,Palikir,XXX,none,polynesian,animism,1,1,1,unknown,west_micronesia,oceanea,oceania,no,no,0,no
1996,Palau,Ngerulmud,XXX,none,polynesian,animism,1,1,1,unknown,west_micronesia,oceanea,oceania,no,no,0,no
1997,Midway,Midway,XXX,none,polynesian,animism,1,1,1,unknown,northern_polynesia,oceanea,oceania,no,no,0,no
1998,Christmas Island,Flying Fish Cove ,XXX,none,none,none,1,1,1,unknown,indian_ocean_islands,malaya,east_indies,no,no,0,no
1999,Cocos Island,West Island ,XXX,none,none,none,1,1,1,unknown,indian_ocean_islands,malaya,east_indies,no,no,0,no
1912,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
1913,none,none,XXX,none,none,none,0,0,0,unknown,none,none,none,no,no,0,no
2002,Galápagos Islands,Puerto Baquerizo Moreno ,XXX,none,guajiro,animism,1,1,1,unknown,chimor,peru,south_america,no,no,0,no
2003,Ktunaxa,Ktunaxa,XXX,none,shoshone,totemism,1,2,1,unknown,interior_plateau,cascadia,north_america,no,no,0,no
2004,Niitsitapi,Niitsitapi,BLA,BLA,blackfoot,totemism,1,1,1,fur,prairies,hudson_bay,north_america,yes,no,0,no
2005,Asinaan,Asinaan,XXX,none,cheyenne,totemism,1,1,1,unknown,assiniboia,hudson_bay,north_america,no,no,0,no
2006,Apsáalooke,Apsáalooke,COM,COM,shoshone,totemism,1,1,1,fur,upper_missouri,great_plains,north_america,yes,no,0,no
2007,Arikara,Arikara,XXX,none,pawnee,totemism,1,1,1,unknown,dakota,great_plains,north_america,no,no,0,no
2008,Lakota,Lakota,XXX,none,pawnee,totemism,1,1,1,unknown,badlands,great_plains,north_america,no,no,0,no
2009,Oglala,Teton,XXX,none,pawnee,totemism,1,1,1,unknown,badlands,great_plains,north_america,no,no,0,no
2010,Connecticut,Connecticut,PEQ,PEQ,pequot,totemism,2,2,2,fish,connecticut_valley,northeast_america,north_america,yes,no,0,no
2011,Shenandoah,Manahoac,XXX,none,susquehannock,totemism,2,2,1,unknown,great_valley,southeast_america,north_america,no,no,0,no
2012,Arsigantegok,Arsigantegok,XXX,none,abenaki,totemism,2,2,2,unknown,lower_canada,canada,north_america,no,no,0,no
2013,Androscoggin,Kennebec,XXX,none,abenaki,totemism,4,3,3,unknown,maine,northeast_america,north_america,no,no,0,no
2014,Natchitoches,Natchitoches,XXX,none,caddo,totemism,2,2,1,unknown,lower_louisiana,mississippi,north_america,no,no,0,no
2015,Nipigon,Nipigon,OJI,OJI,anishinabe,totemism,1,1,1,fur,upper_ontario,canada,north_america,yes,no,0,no
2016,Bungi,Bungi,ASI,ASI,nakota,totemism,1,1,1,fur,red_river,hudson_bay,north_america,yes,no,0,no
2017,Nehiyawewin,Nehiyawewin,XXX,none,cree,totemism,1,1,1,unknown,prairies,hudson_bay,north_america,no,no,0,no
2018,Tsuu Tina,Tsuutina,XXX,none,athabascan,totemism,1,1,1,unknown,prairies,hudson_bay,north_america,no,no,0,no
2019,Nimiipu,Nimiipu,XXX,none,chinook,totemism,1,1,1,unknown,snake_river,cascadia,north_america,no,no,0,no
2020,Bannock,Bannock,SHO,SHO,shoshone,totemism,1,1,1,fur,snake_river,cascadia,north_america,yes,no,0,no
2021,Miwok,Salinan,XXX,none,piman,totemism,4,3,3,unknown,california,california,north_america,no,no,10,no
2022,Haida,Haida,HDA,HDA,haida,totemism,1,1,1,fish,hecate_strait,cascadia,north_america,yes,no,0,no
2023,Munsee,Munsee,XXX,none,delaware,totemism,2,2,2,unknown,delaware_valley,northeast_america,north_america,no,no,0,no
2024,Garoowe,Garoowe,MRE,MRE&MJE,somali,sunni,1,1,1,fish,majarteen,horn_of_africa,africa,yes,no,0,no
2025,none,South Georgia ,XXX,none,none,none,1,1,1,unknown,south_atlantic_islands,la_plata,south_america,no,no,0,no
2026,Tanjore,Thanjavur,VIJ,VIJ&MAD,tamil,hinduism,8,9,4,cloth,madura,coromandel,india,yes,no,0,no
2027,Arcot,Arcot,KRK,KRK,tamil,hinduism,4,4,2,iron,carnatic,coromandel,india,yes,no,0,no
2028,Mahur,Mahur,BAH,BAH,telegu,hinduism,2,2,2,tropical_wood,telingana,deccan,india,yes,no,0,no
2029,South Kanara,Mangalore,MAB,MAB&KLN,kannada,hinduism,4,4,2,tropical_wood,kanara,deccan,india,yes,no,0,no
2030,Goa,Goa,BAH,BIJ&BAH&VIJ,marathi,hinduism,4,5,2,spices,kanara,deccan,india,yes,no,15,no
2031,Morasanadu,Devarayanagara,VIJ,VIJ&MYS,kannada,hinduism,4,4,2,grain,mysore,deccan,india,yes,no,0,no
2032,Malenadu,Ikkeri,VIJ,VIJ&KLN,kannada,hinduism,2,2,2,coffee,mysore,deccan,india,yes,no,0,no
2033,Savanur,Dharwar,BAH,BAH&BIJ&KLN,kannada,hinduism,4,4,3,cotton,maidan,deccan,india,yes,no,0,no
2034,Pune,Pune,BAH,BAH&AHM,marathi,hinduism,5,5,3,grain,desh,deccan,india,yes,no,0,no
2035,Gulbarga,Gulbarga,BAH,BAH,kannada,hinduism,3,2,1,grain,maidan,deccan,india,yes,no,0,no
2036,Baglana,Mayuragiri,BGA,BGA,malvi,hinduism,2,1,1,grain,tapti,west_india,india,yes,no,0,no
2037,Warangal,Warangal,BAH,BAH&GOC&YOR,telegu,hinduism,3,3,2,dyes,telingana,deccan,india,yes,no,0,yes
2038,Midnapore,Midnapore,ORI,ORI&BNG,bengali,hinduism,5,6,3,spices,orissa,bengal,india,yes,no,0,no
2039,Sunderbans,Bagerhat,BNG,BNG,bengali,hinduism,1,1,1,grain,west_bengal,bengal,india,yes,no,0,no
2040,Sadiya,Sadiya,SDY,SDY,assamese,hinduism,2,2,2,tea,assam,bengal,india,yes,no,0,no
2041,Manipur,Imphal,MLB,MLB,chin,hinduism,1,2,1,cloth,naga_hills,bengal,india,yes,no,0,no
2042,Koch Hajo,Gauhauti,KMT,KMT,assamese,hinduism,2,3,3,cotton,assam,bengal,india,yes,no,0,no
2043,Balasore,Balasore,ORI,ORI,oriya,hinduism,4,4,3,cloth,orissa,bengal,india,yes,no,0,yes
2044,Bhagalpur,Bhagalpur,BNG,BNG,bengali,hinduism,4,4,3,silk,bihar,hindusthan,india,yes,no,0,no
2045,Barind,Pandua,BNG,BNG,bengali,hinduism,6,6,4,cloth,north_bengal,bengal,india,yes,no,0,yes
2046,Nasirabad,Nasirabad,BNG,BNG,bengali,hinduism,5,4,3,cotton,north_bengal,bengal,india,yes,no,0,no
2047,Tirhut,Sugauna,TRT,TRT,bihari,hinduism,5,6,4,dyes,bihar,hindusthan,india,yes,no,0,no
2048,Garjat,Kalahandi,GRJ,GRJ,garjati,hinduism,1,1,1,tropical_wood,garjat,bengal,india,yes,no,0,no
2049,Khurda,Khurda,GRJ,GRJ,garjati,hinduism,2,2,1,grain,garjat,bengal,india,yes,no,0,no
2050,Chanda,Ballarsah,CHD,BRR&CHD,gondi,hinduism,2,1,2,tropical_wood,maharashtra,deccan,india,yes,no,0,no
2051,Bhavnagar,Bhavnagar,GUJ,GUJ,gujarati,hinduism,4,3,2,salt,saurashtra,west_india,india,yes,no,0,no
2052,Navanagar,Nagnes,KAT,KAT&GUJ,gujarati,hinduism,2,2,1,cotton,saurashtra,west_india,india,yes,no,0,no
2053,Patan,Patan,GUJ,GUJ,gujarati,hinduism,4,4,2,cloth,gujarat,west_india,india,yes,no,0,no
2054,Ahmadabad,Ahmadabad,GUJ,GUJ,gujarati,hinduism,6,7,2,cloth,gujarat,west_india,india,yes,no,15,no
2055,Gorakhpur,Gorakhpur,JNP,JNP,bihari,hinduism,5,5,2,grain,purvanchal,hindusthan,india,yes,no,0,no
2056,Rewakantha,Champaner,CMP,CMP,gujarati,hinduism,2,1,1,wool,gujarat,west_india,india,yes,no,0,yes
2057,Bhilsa,Bhelsa,MLW,MLW,malvi,hinduism,2,2,1,spices,malwa,west_india,india,yes,no,0,no
2058,Mewar,Kotharia,MER,MER,rajput,hinduism,4,4,3,gold,mewar,west_india,india,yes,no,0,no
2059,Kalpi,Kalpi,BND,BND&JNP&DLH,kanauji,hinduism,3,3,2,cloth,lower_doab,hindusthan,india,yes,no,0,no
2060,Upper Doab,Meerut,DLH,DLH&MUL,kanauji,hinduism,7,7,4,cotton,upper_doab,hindusthan,india,yes,no,0,no
2061,Katehar,Badayun,DLH,DLH&RMP&JNP,kanauji,hinduism,5,5,3,cotton,oudh,hindusthan,india,yes,no,0,no
2062,Panipat,Panipat,MUL,DLH&PUN&MUL,kanauji,hinduism,6,6,3,cotton,upper_doab,hindusthan,india,yes,no,0,no
2063,Etawah,Etawah,DLH,JNP&DLH,kanauji,hinduism,6,7,3,dyes,central_doab,hindusthan,india,yes,no,0,no
2064,Shekhawati,Sikar,DHU,DHU,rajput,hinduism,2,2,1,copper,jaipur,west_india,india,yes,no,0,no
2065,Bhattiana,Hisar,MUL,DLH&PUN&MUL,rajput,hinduism,4,4,2,grain,sirhind,hindusthan,india,yes,no,0,no
2066,Nagaur,Nagaur,NGA,NGA,rajput,hinduism,2,2,1,grain,marwar,west_india,india,yes,no,0,no
2067,Gorwar,Jalor,MAW,MAW&GUJ,rajput,hinduism,3,3,3,cotton,marwar,west_india,india,yes,no,0,no
2068,Siwi,Siwi,BAL,BAL&SND,baluchi,shiite,1,1,1,wool,kalat,khorasan,persia,yes,no,0,no
2069,Kumaon,Champawat,GHR,GHR,nepali,hinduism,1,1,1,naval_supplies,himalayan_hills,hindusthan,india,yes,no,0,no
2070,Chaubisi Rajya,Ghurka,NPL,NPL,nepali,hinduism,3,3,2,naval_supplies,nepalese,hindusthan,india,yes,no,0,no
2071,Limbuwan,Phedap,NPL,NPL,nepali,hinduism,2,1,1,wool,nepalese,hindusthan,india,yes,no,0,no
2072,Bhakkar,Bhakkar,SND,SND,sindhi,hinduism,2,2,2,cotton,sindh,west_india,india,yes,no,0,no
2073,Baltistan,Skardu,LDK,LDK,kashmiri,hinduism,1,1,1,wool,kashmir,hindusthan,india,yes,no,0,no
2074,Ladakh,Leh,LDK,LDK,kashmiri,hinduism,1,1,1,wool,kashmir,hindusthan,india,yes,no,0,no
2075,Doaba,Jalandhar,DLH,DLH&PUN,panjabi,hinduism,7,9,3,cloth,sirhind,hindusthan,india,yes,no,0,no
2076,Sialkot,Sialkot,MUL,DLH&PUN,panjabi,hinduism,7,9,4,salt,lahore,hindusthan,india,yes,no,0,no
2077,Margalla,Rawalpindi,MUL,DLH&PUN,panjabi,hinduism,3,3,1,iron,lahore,hindusthan,india,yes,no,0,no
2078,Sind Sagar,Karor,MUL,MUL&PUN,panjabi,hinduism,5,3,2,grain,multan,hindusthan,india,yes,no,0,no
2079,Derajat,Dera Ghazi Khan ,MUL,PUN&MUL,panjabi,hinduism,3,2,1,wool,multan,hindusthan,india,yes,no,0,no
2080,Srikakulam,Srikakulam,ORI,ORI,oriya,hinduism,3,3,2,sugar,andhra,coromandel,india,yes,no,0,no
2081,Lakhnor,Lakhnor,BNG,BNG,bengali,hinduism,4,4,3,naval_supplies,west_bengal,bengal,india,yes,no,0,no
2082,Raipur,Raipur,GDW,GDW,gondi,hinduism,2,2,1,grain,gondwana,deccan,india,yes,no,0,no
2083,Kosta,Udayagiri,YOR,YOR,telegu,hinduism,3,5,3,cotton,coromandel,coromandel,india,yes,no,0,yes
2084,Konaseema,Rajahmundry,YOR,YOR,telegu,hinduism,3,5,3,iron,andhra,coromandel,india,yes,no,10,no
2085,Tiruchirappalli,Tiruchirapalli,MAD,MAD,tamil,hinduism,3,3,2,cotton,carnatic,coromandel,india,yes,no,0,no
2086,Cholistan,Uch,MUL,MUL,panjabi,hinduism,1,1,1,wool,multan,hindusthan,india,yes,no,0,no
2087,Ajmer,Ajmer,MER,MER&MAW,rajput,hinduism,2,3,2,salt,mewar,west_india,india,yes,no,0,no
2088,Umarkot,Umarkot,SND,SND,sindhi,hinduism,3,2,2,cloth,sindh,west_india,india,yes,no,0,no
2089,Chaul,Chaul,BAH,BIJ&VIJ,marathi,hinduism,4,3,2,cotton,konkan,west_india,india,yes,no,0,no
2090,Kurnool,Srisailam,VIJ,VIJ&YOR,telegu,hinduism,4,3,2,grain,rayalaseema,deccan,india,yes,no,0,no
2091,Tripura,Udaipur,TPR,TPR,chin,hinduism,1,1,1,tropical_wood,east_bengal,bengal,india,yes,no,0,no
2092,Mahadeo,Kherla,GDW,GDW,gondi,hinduism,1,1,1,tropical_wood,gondwana,deccan,india,yes,no,0,no
2093,Mandsaur,Mandsaur,MLW,MLW,malvi,hinduism,3,3,2,spices,malwa,west_india,india,yes,no,0,yes
2094,Bahreich,Bahreich,JNP,JNP&ODH,avadhi,hinduism,5,4,3,grain,oudh,hindusthan,india,yes,no,0,no
2095,Varanasi,Varanasi,JNP,JNP,bihari,hinduism,6,6,3,silk,purvanchal,hindusthan,india,yes,no,5,no
2096,Damin,Deogarh,NGP,NGP,jharkhandi,hinduism,1,1,1,ivory,jharkhand,bengal,india,yes,no,0,no
2097,Baghelkhand,Bandhogarh,BGL,BGL,avadhi,hinduism,2,1,2,grain,lower_doab,hindusthan,india,yes,no,0,no
2098,Surguja,Surguja,GDW,NGP&GDW,jharkhandi,hinduism,1,1,1,cotton,jharkhand,bengal,india,yes,no,0,no
2099,Kandy,Gampala,CEY,CEY,sinhala,hinduism,2,3,2,spices,lanka,coromandel,india,yes,no,0,no
2100,Vanni,Yapapatuna,JFN,JFN,tamil,hinduism,2,3,1,tropical_wood,lanka,coromandel,india,yes,no,0,no
2101,Tirunelveli,Tirunelveli,MAD,MAD,tamil,hinduism,3,3,2,fish,madura,coromandel,india,yes,no,0,no
